Class,Biological Process,Gene
Innate Immunity,NLR Signaling,IFNAR1 
Innate Immunity,NLR Signaling,IFNAR2 
Innate Immunity,NLR Signaling,IFNB1 
Innate Immunity,NLR Signaling,IKBKB 
Innate Immunity,NLR Signaling,IKBKE 
Innate Immunity,NLR Signaling,IKBKG 
Innate Immunity,NLR Signaling,IL18 
Innate Immunity,NLR Signaling,IL1B 
Innate Immunity,NLR Signaling,IL6 
Innate Immunity,NLR Signaling,IRAK4 
Innate Immunity,NLR Signaling,IRF3 
Innate Immunity,NLR Signaling,IRF7 
Innate Immunity,NLR Signaling,IRF9 
Innate Immunity,NLR Signaling,JAK1 
Innate Immunity,NLR Signaling,JUN 
Innate Immunity,NLR Signaling,MAP3K7 
Innate Immunity,NLR Signaling,MAPK1 
Innate Immunity,NLR Signaling,MAPK10 
Innate Immunity,NLR Signaling,MAPK11 
Innate Immunity,NLR Signaling,MAPK12 
Innate Immunity,NLR Signaling,MAPK14 
Innate Immunity,NLR Signaling,MAPK3 
Innate Immunity,NLR Signaling,MAPK8 
Innate Immunity,NLR Signaling,MAPK9 
Innate Immunity,NLR Signaling,MAVS 
Innate Immunity,NLR Signaling,MEFV 
Innate Immunity,NLR Signaling,MYD88 
Innate Immunity,NLR Signaling,NFKB1 
Innate Immunity,NLR Signaling,NFKBIA 
Innate Immunity,NLR Signaling,NLRP3 
Innate Immunity,NLR Signaling,NOD1 
Innate Immunity,NLR Signaling,NOD2 
Innate Immunity,NLR Signaling,OAS1 
Innate Immunity,NLR Signaling,OAS2 
Innate Immunity,NLR Signaling,OAS3 
Innate Immunity,NLR Signaling,PLCB1 
Innate Immunity,NLR Signaling,PLCB4 
Innate Immunity,NLR Signaling,PRKCD 
Innate Immunity,NLR Signaling,PYCARD 
Innate Immunity,NLR Signaling,RELA 
Innate Immunity,NLR Signaling,RHOA 
Innate Immunity,NLR Signaling,RIPK1 
Innate Immunity,NLR Signaling,RIPK2 
Innate Immunity,NLR Signaling,RIPK3 
Innate Immunity,NLR Signaling,STAT1 
Innate Immunity,NLR Signaling,STAT2 
Innate Immunity,NLR Signaling,STING1 
Innate Immunity,NLR Signaling,TAB1 
Innate Immunity,NLR Signaling,TANK 
Innate Immunity,NLR Signaling,TBK1 
Innate Immunity,NLR Signaling,TICAM1 
Innate Immunity,NLR Signaling,TLR4 
Innate Immunity,NLR Signaling,TNF 
Innate Immunity,NLR Signaling,TNFAIP3 
Innate Immunity,NLR Signaling,TRAF2 
Innate Immunity,NLR Signaling,TRAF3 
Innate Immunity,NLR Signaling,TRAF6 
Innate Immunity,NLR Signaling,TXN2 
Innate Immunity,NLR Signaling,TXNIP 
Innate Immunity,NLR Signaling,TYK2
Innate Immunity,RAGE Signaling,APP 
Innate Immunity,RAGE Signaling,HMGB1 
Innate Immunity,RAGE Signaling,LGALS3 
Innate Immunity,RAGE Signaling,MAPK1 
Innate Immunity,RAGE Signaling,MAPK3 
Innate Immunity,RAGE Signaling,S100A12 
Innate Immunity,RAGE Signaling,S100B 
Innate Immunity,RAGE Signaling,SAA1
Innate Immunity,RNA Sensing,APP 
Innate Immunity,RNA Sensing,ATG12 
Innate Immunity,RNA Sensing,ATG5 
Innate Immunity,RNA Sensing,CASP10 
Innate Immunity,RNA Sensing,CASP8 
Innate Immunity,RNA Sensing,CHUK 
Innate Immunity,RNA Sensing,CREBBP 
Innate Immunity,RNA Sensing,CXCL10 
Innate Immunity,RNA Sensing,CXCL8 
Innate Immunity,RNA Sensing,CYLD 
Innate Immunity,RNA Sensing,DDX58 
Innate Immunity,RNA Sensing,EP300 
Innate Immunity,RNA Sensing,FADD 
Innate Immunity,RNA Sensing,HMGB1 
Innate Immunity,RNA Sensing,IFIH1 
Innate Immunity,RNA Sensing,IFNA1 
Innate Immunity,RNA Sensing,IFNA2 
Innate Immunity,RNA Sensing,IFNA7/17 
Innate Immunity,RNA Sensing,IFNA8 
Innate Immunity,RNA Sensing,IFNB1 
Innate Immunity,RNA Sensing,IKBKB 
Innate Immunity,RNA Sensing,IKBKE 
Innate Immunity,RNA Sensing,IKBKG 
Innate Immunity,RNA Sensing,IL12A 
Innate Immunity,RNA Sensing,IL12B 
Innate Immunity,RNA Sensing,IRF3 
Innate Immunity,RNA Sensing,IRF7 
Innate Immunity,RNA Sensing,ISG15 
Innate Immunity,RNA Sensing,ITCH 
Innate Immunity,RNA Sensing,MAP3K1 
Innate Immunity,RNA Sensing,MAP3K7 
Innate Immunity,RNA Sensing,MAPK10 
Innate Immunity,RNA Sensing,MAPK11 
Innate Immunity,RNA Sensing,MAPK12 
Innate Immunity,RNA Sensing,MAPK14 
Innate Immunity,RNA Sensing,MAPK8 
Innate Immunity,RNA Sensing,MAPK9 
Innate Immunity,RNA Sensing,MAVS 
Innate Immunity,RNA Sensing,NFKB1 
Innate Immunity,RNA Sensing,NFKB2 
Innate Immunity,RNA Sensing,NFKBIA 
Innate Immunity,RNA Sensing,NLRC5 
Innate Immunity,RNA Sensing,PIN1 
Innate Immunity,RNA Sensing,RELA 
Innate Immunity,RNA Sensing,RIPK1 
Innate Immunity,RNA Sensing,RPS27A 
Innate Immunity,RNA Sensing,S100A12 
Innate Immunity,RNA Sensing,S100B 
Innate Immunity,RNA Sensing,SAA1 
Innate Immunity,RNA Sensing,STING1 
Innate Immunity,RNA Sensing,TANK 
Innate Immunity,RNA Sensing,TBK1 
Innate Immunity,RNA Sensing,TNF 
Innate Immunity,RNA Sensing,TNFAIP3 
Innate Immunity,RNA Sensing,TRAF2 
Innate Immunity,RNA Sensing,TRAF3 
Innate Immunity,RNA Sensing,TRAF6 
Innate Immunity,RNA Sensing,UBA7 
Innate Immunity,RNA Sensing,UBB 
Innate Immunity,RNA Sensing,UBC
Innate Immunity,TLR Signaling,AKT1 
Innate Immunity,TLR Signaling,AKT2 
Innate Immunity,TLR Signaling,AKT3 
Innate Immunity,TLR Signaling,APOB 
Innate Immunity,TLR Signaling,APP 
Innate Immunity,TLR Signaling,ATF1 
Innate Immunity,TLR Signaling,ATF2 
Innate Immunity,TLR Signaling,BIRC3 
Innate Immunity,TLR Signaling,BTK 
Innate Immunity,TLR Signaling,CASP8 
Innate Immunity,TLR Signaling,CCL3/L1 
Innate Immunity,TLR Signaling,CCL4 
Innate Immunity,TLR Signaling,CCL5 
Innate Immunity,TLR Signaling,CD14 
Innate Immunity,TLR Signaling,CD180 
Innate Immunity,TLR Signaling,CD36 
Innate Immunity,TLR Signaling,CD40 
Innate Immunity,TLR Signaling,CD80 
Innate Immunity,TLR Signaling,CD86 
Innate Immunity,TLR Signaling,CHUK 
Innate Immunity,TLR Signaling,CREB1 
Innate Immunity,TLR Signaling,CTSL 
Innate Immunity,TLR Signaling,CTSS 
Innate Immunity,TLR Signaling,CUL1 
Innate Immunity,TLR Signaling,CXCL10 
Innate Immunity,TLR Signaling,CXCL11 
Innate Immunity,TLR Signaling,CXCL8 
Innate Immunity,TLR Signaling,CXCL9 
Innate Immunity,TLR Signaling,DUSP4 
Innate Immunity,TLR Signaling,DUSP6 
Innate Immunity,TLR Signaling,ECSIT 
Innate Immunity,TLR Signaling,ELK1 
Innate Immunity,TLR Signaling,FADD 
Innate Immunity,TLR Signaling,FOS 
Innate Immunity,TLR Signaling,HMGB1 
Innate Immunity,TLR Signaling,HSP90B1 
Innate Immunity,TLR Signaling,IFNA1 
Innate Immunity,TLR Signaling,IFNA2 
Innate Immunity,TLR Signaling,IFNA7/17 
Innate Immunity,TLR Signaling,IFNA8 
Innate Immunity,TLR Signaling,IFNAR1 
Innate Immunity,TLR Signaling,IFNAR2 
Innate Immunity,TLR Signaling,IFNB1 
Innate Immunity,TLR Signaling,IKBKB 
Innate Immunity,TLR Signaling,IKBKE 
Innate Immunity,TLR Signaling,IKBKG 
Innate Immunity,TLR Signaling,IL12A 
Innate Immunity,TLR Signaling,IL12B 
Innate Immunity,TLR Signaling,IL1B 
Innate Immunity,TLR Signaling,IL6 
Innate Immunity,TLR Signaling,IRAK1 
Innate Immunity,TLR Signaling,IRAK2 
Innate Immunity,TLR Signaling,IRAK3 
Innate Immunity,TLR Signaling,IRAK4 
Innate Immunity,TLR Signaling,IRF3 
Innate Immunity,TLR Signaling,IRF5 
Innate Immunity,TLR Signaling,IRF7 
Innate Immunity,TLR Signaling,ITGAM 
Innate Immunity,TLR Signaling,ITGB2 
Innate Immunity,TLR Signaling,JUN 
Innate Immunity,TLR Signaling,LBP 
Innate Immunity,TLR Signaling,LY86 
Innate Immunity,TLR Signaling,LY96 
Innate Immunity,TLR Signaling,MAP2K1 
Innate Immunity,TLR Signaling,MAP2K2 
Innate Immunity,TLR Signaling,MAP2K4 
Innate Immunity,TLR Signaling,MAP2K6 
Innate Immunity,TLR Signaling,MAP3K1 
Innate Immunity,TLR Signaling,MAP3K7 
Innate Immunity,TLR Signaling,MAP3K8 
Innate Immunity,TLR Signaling,MAPK1 
Innate Immunity,TLR Signaling,MAPK10 
Innate Immunity,TLR Signaling,MAPK11 
Innate Immunity,TLR Signaling,MAPK12 
Innate Immunity,TLR Signaling,MAPK14 
Innate Immunity,TLR Signaling,MAPK3 
Innate Immunity,TLR Signaling,MAPK8 
Innate Immunity,TLR Signaling,MAPK9 
Innate Immunity,TLR Signaling,MAPKAPK2 
Innate Immunity,TLR Signaling,MEF2C 
Innate Immunity,TLR Signaling,MYD88 
Innate Immunity,TLR Signaling,NFKB1 
Innate Immunity,TLR Signaling,NFKB2 
Innate Immunity,TLR Signaling,NFKBIA 
Innate Immunity,TLR Signaling,NOD1 
Innate Immunity,TLR Signaling,NOD2 
Innate Immunity,TLR Signaling,PIK3CA 
Innate Immunity,TLR Signaling,PIK3CB 
Innate Immunity,TLR Signaling,PIK3CD 
Innate Immunity,TLR Signaling,PIK3R1 
Innate Immunity,TLR Signaling,PIK3R2 
Innate Immunity,TLR Signaling,PIK3R3 
Innate Immunity,TLR Signaling,PLCG2 
Innate Immunity,TLR Signaling,PPP2CB 
Innate Immunity,TLR Signaling,PPP2R1A 
Innate Immunity,TLR Signaling,PTPN11 
Innate Immunity,TLR Signaling,RAC1 
Innate Immunity,TLR Signaling,RELA 
Innate Immunity,TLR Signaling,RIPK1 
Innate Immunity,TLR Signaling,RIPK2 
Innate Immunity,TLR Signaling,RIPK3 
Innate Immunity,TLR Signaling,RPS27A 
Innate Immunity,TLR Signaling,RPS6KA5 
Innate Immunity,TLR Signaling,S100A12 
Innate Immunity,TLR Signaling,S100A8 
Innate Immunity,TLR Signaling,S100A9 
Innate Immunity,TLR Signaling,S100B 
Innate Immunity,TLR Signaling,SAA1 
Innate Immunity,TLR Signaling,SIGIRR 
Innate Immunity,TLR Signaling,SKP1 
Innate Immunity,TLR Signaling,SOCS1 
Innate Immunity,TLR Signaling,SPP1 
Innate Immunity,TLR Signaling,STAT1 
Innate Immunity,TLR Signaling,TAB1 
Innate Immunity,TLR Signaling,TANK 
Innate Immunity,TLR Signaling,TBK1 
Innate Immunity,TLR Signaling,TICAM1 
Innate Immunity,TLR Signaling,TICAM2 
Innate Immunity,TLR Signaling,TIRAP 
Innate Immunity,TLR Signaling,TLR1 
Innate Immunity,TLR Signaling,TLR10 
Innate Immunity,TLR Signaling,TLR2 
Innate Immunity,TLR Signaling,TLR3 
Innate Immunity,TLR Signaling,TLR4 
Innate Immunity,TLR Signaling,TLR5 
Innate Immunity,TLR Signaling,TLR6 
Innate Immunity,TLR Signaling,TLR7 
Innate Immunity,TLR Signaling,TLR8 
Innate Immunity,TLR Signaling,TLR9 
Innate Immunity,TLR Signaling,TNF 
Innate Immunity,TLR Signaling,TOLLIP 
Innate Immunity,TLR Signaling,TRAF3 
Innate Immunity,TLR Signaling,TRAF6 
Innate Immunity,TLR Signaling,UBB 
Innate Immunity,TLR Signaling,UBC
Metabolism,Amino Acid Synthesis & Transport,ACSF3 
Metabolism,Amino Acid Synthesis & Transport,ADH1A/B/C 
Metabolism,Amino Acid Synthesis & Transport,ADH4 
Metabolism,Amino Acid Synthesis & Transport,ADH6 
Metabolism,Amino Acid Synthesis & Transport,ARG1 
Metabolism,Amino Acid Synthesis & Transport,ARG2 
Metabolism,Amino Acid Synthesis & Transport,ASL 
Metabolism,Amino Acid Synthesis & Transport,ASNS 
Metabolism,Amino Acid Synthesis & Transport,ASPA 
Metabolism,Amino Acid Synthesis & Transport,BCAT1 
Metabolism,Amino Acid Synthesis & Transport,DNMT1 
Metabolism,Amino Acid Synthesis & Transport,DNMT3A 
Metabolism,Amino Acid Synthesis & Transport,EHHADH 
Metabolism,Amino Acid Synthesis & Transport,EZH2 
Metabolism,Amino Acid Synthesis & Transport,FOLH1 
Metabolism,Amino Acid Synthesis & Transport,GLS 
Metabolism,Amino Acid Synthesis & Transport,GLUD1 
Metabolism,Amino Acid Synthesis & Transport,GLUL 
Metabolism,Amino Acid Synthesis & Transport,GOT1 
Metabolism,Amino Acid Synthesis & Transport,GOT2 
Metabolism,Amino Acid Synthesis & Transport,GPT 
Metabolism,Amino Acid Synthesis & Transport,HDC 
Metabolism,Amino Acid Synthesis & Transport,KMT2C 
Metabolism,Amino Acid Synthesis & Transport,KMT2D 
Metabolism,Amino Acid Synthesis & Transport,KYAT1 
Metabolism,Amino Acid Synthesis & Transport,LDHA 
Metabolism,Amino Acid Synthesis & Transport,LDHB 
Metabolism,Amino Acid Synthesis & Transport,MIF 
Metabolism,Amino Acid Synthesis & Transport,NAT8L 
Metabolism,Amino Acid Synthesis & Transport,NOS1 
Metabolism,Amino Acid Synthesis & Transport,NOS2 
Metabolism,Amino Acid Synthesis & Transport,NOS3 
Metabolism,Amino Acid Synthesis & Transport,NSD1 
Metabolism,Amino Acid Synthesis & Transport,NSD2 
Metabolism,Amino Acid Synthesis & Transport,NSD3 
Metabolism,Amino Acid Synthesis & Transport,OAT 
Metabolism,Amino Acid Synthesis & Transport,P4HA1 
Metabolism,Amino Acid Synthesis & Transport,P4HA2 
Metabolism,Amino Acid Synthesis & Transport,PHGDH 
Metabolism,Amino Acid Synthesis & Transport,PLOD2 
Metabolism,Amino Acid Synthesis & Transport,PSAT1 
Metabolism,Amino Acid Synthesis & Transport,PSPH 
Metabolism,Amino Acid Synthesis & Transport,PYCR1 
Metabolism,Amino Acid Synthesis & Transport,PYCR2 
Metabolism,Amino Acid Synthesis & Transport,PYCR3 
Metabolism,Amino Acid Synthesis & Transport,RIMKLA 
Metabolism,Amino Acid Synthesis & Transport,RIMKLB 
Metabolism,Amino Acid Synthesis & Transport,SETD2 
Metabolism,Amino Acid Synthesis & Transport,SFXN1 
Metabolism,Amino Acid Synthesis & Transport,SLC16A2 
Metabolism,Amino Acid Synthesis & Transport,SLC1A5 
Metabolism,Amino Acid Synthesis & Transport,SLC7A5 
Metabolism,Amino Acid Synthesis & Transport,SRR 
Metabolism,Amino Acid Synthesis & Transport,SUV39H2 
Metabolism,Amino Acid Synthesis & Transport,TPO
Metabolism,Arginine Metabolism,ACY1 
Metabolism,Arginine Metabolism,ARG1 
Metabolism,Arginine Metabolism,ARG2 
Metabolism,Arginine Metabolism,ASL 
Metabolism,Arginine Metabolism,GLS 
Metabolism,Arginine Metabolism,GLUD1 
Metabolism,Arginine Metabolism,GLUL 
Metabolism,Arginine Metabolism,GOT1 
Metabolism,Arginine Metabolism,GOT2 
Metabolism,Arginine Metabolism,GPT 
Metabolism,Arginine Metabolism,NOS1 
Metabolism,Arginine Metabolism,NOS2 
Metabolism,Arginine Metabolism,NOS3 
Metabolism,Arginine Metabolism,OTC
Metabolism,Fatty Acid Oxidation,ACOT12 
Metabolism,Fatty Acid Oxidation,ADH1A/B/C 
Metabolism,Fatty Acid Oxidation,ADH4 
Metabolism,Fatty Acid Oxidation,ADH6 
Metabolism,Fatty Acid Oxidation,CYP4A11/22
Metabolism,Fatty Acid Oxidation,EHHADH 
Metabolism,Fatty Acid Oxidation,MCAT 
Metabolism,Fatty Acid Oxidation,PRKAA2 
Metabolism,Fatty Acid Oxidation,THEM4
Metabolism,Fatty Acid Synthesis,ACSF3 
Metabolism,Fatty Acid Synthesis,HACD2 
Metabolism,Fatty Acid Synthesis,HSD17B8 
Metabolism,Fatty Acid Synthesis,MCAT 
Metabolism,Fatty Acid Synthesis,SLC25A1 
Metabolism,Fatty Acid Synthesis,TECR
Metabolism,Glutamine Metabolism,ASNS 
Metabolism,Glutamine Metabolism,ASPA 
Metabolism,Glutamine Metabolism,ASPG 
Metabolism,Glutamine Metabolism,DGLUCY 
Metabolism,Glutamine Metabolism,FOLH1 
Metabolism,Glutamine Metabolism,GADL1 
Metabolism,Glutamine Metabolism,GLS 
Metabolism,Glutamine Metabolism,GLUD1 
Metabolism,Glutamine Metabolism,GLUL 
Metabolism,Glutamine Metabolism,GPT 
Metabolism,Glutamine Metabolism,KYAT1 
Metabolism,Glutamine Metabolism,NAALAD2 
Metabolism,Glutamine Metabolism,NAT8L 
Metabolism,Glutamine Metabolism,OAT 
Metabolism,Glutamine Metabolism,PHGDH 
Metabolism,Glutamine Metabolism,PSAT1 
Metabolism,Glutamine Metabolism,PSPH 
Metabolism,Glutamine Metabolism,PYCR1 
Metabolism,Glutamine Metabolism,PYCR2 
Metabolism,Glutamine Metabolism,PYCR3 
Metabolism,Glutamine Metabolism,RIMKLA 
Metabolism,Glutamine Metabolism,RIMKLB 
Metabolism,Glutamine Metabolism,SERINC1 
Metabolism,Glutamine Metabolism,SERINC2 
Metabolism,Glutamine Metabolism,SERINC3 
Metabolism,Glutamine Metabolism,SERINC5 
Metabolism,Glutamine Metabolism,SRR
Metabolism,Glycolysis & Glucose Transport,ADH1A/B/C 
Metabolism,Glycolysis & Glucose Transport,ADH4 
Metabolism,Glycolysis & Glucose Transport,ADH6 
Metabolism,Glycolysis & Glucose Transport,ALDOA 
Metabolism,Glycolysis & Glucose Transport,ALDOC 
Metabolism,Glycolysis & Glucose Transport,ENO1 
Metabolism,Glycolysis & Glucose Transport,FBP1 
Metabolism,Glycolysis & Glucose Transport,GPI 
Metabolism,Glycolysis & Glucose Transport,HK1 
Metabolism,Glycolysis & Glucose Transport,HK2 
Metabolism,Glycolysis & Glucose Transport,LDHA 
Metabolism,Glycolysis & Glucose Transport,LDHB 
Metabolism,Glycolysis & Glucose Transport,NDC1 
Metabolism,Glycolysis & Glucose Transport,NUP107 
Metabolism,Glycolysis & Glucose Transport,PCK1 
Metabolism,Glycolysis & Glucose Transport,PCK2 
Metabolism,Glycolysis & Glucose Transport,PFKFB3 
Metabolism,Glycolysis & Glucose Transport,PFKM 
Metabolism,Glycolysis & Glucose Transport,PGM2 
Metabolism,Glycolysis & Glucose Transport,PKM 
Metabolism,Glycolysis & Glucose Transport,PPP2CB 
Metabolism,Glycolysis & Glucose Transport,PPP2R1A 
Metabolism,Glycolysis & Glucose Transport,PRKACA 
Metabolism,Glycolysis & Glucose Transport,PRKACB 
Metabolism,Glycolysis & Glucose Transport,PRKACG 
Metabolism,Glycolysis & Glucose Transport,RANBP2 
Metabolism,Glycolysis & Glucose Transport,RRAD 
Metabolism,Glycolysis & Glucose Transport,TPI1 
Metabolism,Glycolysis & Glucose Transport,TPR
Metabolism,Glycosylation,ANKRD28 
Metabolism,Glycosylation,AREG 
Metabolism,Glycosylation,CD55 
Metabolism,Glycosylation,CD59 
Metabolism,Glycosylation,CFP 
Metabolism,Glycosylation,FUT5 
Metabolism,Glycosylation,FUT8 
Metabolism,Glycosylation,RPS27A 
Metabolism,Glycosylation,SERPINA1 
Metabolism,Glycosylation,ST6GAL1 
Metabolism,Glycosylation,UBB 
Metabolism,Glycosylation,UBC
Metabolism,IDH1/2,ABL1 
Metabolism,IDH1/2,ASL 
Metabolism,IDH1/2,FH 
Metabolism,IDH1/2,IDH1 
Metabolism,IDH1/2,IDH2 
Metabolism,IDH1/2,KEAP1 
Metabolism,IDH1/2,NFE2L2 
Metabolism,IDH1/2,PDGFRA 
Metabolism,IDH1/2,SDHA 
Metabolism,IDH1/2,TET2
Metabolism,Lipid Metabolism,ACOT12 
Metabolism,Lipid Metabolism,ACSF3 
Metabolism,Lipid Metabolism,AKR1C4 
Metabolism,Lipid Metabolism,ANGPTL4 
Metabolism,Lipid Metabolism,APOA1 
Metabolism,Lipid Metabolism,APOA2 
Metabolism,Lipid Metabolism,APOL6 
Metabolism,Lipid Metabolism,ARNT 
Metabolism,Lipid Metabolism,ARNT2 
Metabolism,Lipid Metabolism,BLVRA 
Metabolism,Lipid Metabolism,CD36 
Metabolism,Lipid Metabolism,CES3 
Metabolism,Lipid Metabolism,CPA3 
Metabolism,Lipid Metabolism,CREBBP 
Metabolism,Lipid Metabolism,CYP19A1 
Metabolism,Lipid Metabolism,CYP4A11/22 
Metabolism,Lipid Metabolism,CYP8B1 
Metabolism,Lipid Metabolism,EHHADH 
Metabolism,Lipid Metabolism,EP300 
Metabolism,Lipid Metabolism,GPX1 
Metabolism,Lipid Metabolism,GPX4 
Metabolism,Lipid Metabolism,HACD2 
Metabolism,Lipid Metabolism,HDAC3 
Metabolism,Lipid Metabolism,HPGD 
Metabolism,Lipid Metabolism,HSD11B1 
Metabolism,Lipid Metabolism,HSD17B8 
Metabolism,Lipid Metabolism,INPP5D 
Metabolism,Lipid Metabolism,LRP2 
Metabolism,Lipid Metabolism,MAPKAPK2 
Metabolism,Lipid Metabolism,MCAT 
Metabolism,Lipid Metabolism,MED12 
Metabolism,Lipid Metabolism,MTF1 
Metabolism,Lipid Metabolism,NAT1 
Metabolism,Lipid Metabolism,NCOR1 
Metabolism,Lipid Metabolism,NPM2 
Metabolism,Lipid Metabolism,PALMD 
Metabolism,Lipid Metabolism,PIAS4 
Metabolism,Lipid Metabolism,PIK3CA 
Metabolism,Lipid Metabolism,PIK3CB 
Metabolism,Lipid Metabolism,PIK3CD 
Metabolism,Lipid Metabolism,PIK3CG 
Metabolism,Lipid Metabolism,PIK3R1 
Metabolism,Lipid Metabolism,PIK3R2 
Metabolism,Lipid Metabolism,PIK3R3 
Metabolism,Lipid Metabolism,PIK3R5 
Metabolism,Lipid Metabolism,PLA1A 
Metabolism,Lipid Metabolism,PLA2G10 
Metabolism,Lipid Metabolism,PLA2G1B 
Metabolism,Lipid Metabolism,PLA2G2A 
Metabolism,Lipid Metabolism,PLA2G3 
Metabolism,Lipid Metabolism,PLA2G4A 
Metabolism,Lipid Metabolism,PLA2G4C 
Metabolism,Lipid Metabolism,PLA2G4E 
Metabolism,Lipid Metabolism,PLA2G4F 
Metabolism,Lipid Metabolism,PLA2G5 
Metabolism,Lipid Metabolism,PLA2G6 
Metabolism,Lipid Metabolism,PLD1 
Metabolism,Lipid Metabolism,PPARG 
Metabolism,Lipid Metabolism,PPARGC1A 
Metabolism,Lipid Metabolism,PPARGC1B 
Metabolism,Lipid Metabolism,PRKAA2 
Metabolism,Lipid Metabolism,PRKACA 
Metabolism,Lipid Metabolism,PRKACB 
Metabolism,Lipid Metabolism,PRKACG 
Metabolism,Lipid Metabolism,PTEN 
Metabolism,Lipid Metabolism,PTGS2 
Metabolism,Lipid Metabolism,RIN1 
Metabolism,Lipid Metabolism,RORA 
Metabolism,Lipid Metabolism,SIN3A 
Metabolism,Lipid Metabolism,SLC25A1 
Metabolism,Lipid Metabolism,SMPD3 
Metabolism,Lipid Metabolism,SP1 
Metabolism,Lipid Metabolism,SRD5A2 
Metabolism,Lipid Metabolism,TBL1XR1 
Metabolism,Lipid Metabolism,TBXAS1 
Metabolism,Lipid Metabolism,TECR 
